,brand,Reg. No.,Engine,Brakes,Tyres,clutch,Body,price
2883,1,XY-45I-2883,9.4,2.4,7.8,2.6,8.6,30541
2884,1,XZ-46J-2884,6.6,4,7.4,3,2.2,20409
2885,1,XX-47K-2885,2.8,2,2.8,9,10,23504
2886,1,XY-48L-2886,8,2.2,5,5,4.6,21928
2887,1,XZ-49M-2887,7.8,7.6,5.8,4.8,1.4,25403
2888,1,XX-50N-2888,4.8,3,9.6,3.8,8.6,30622
2889,1,XY-51O-2889,5.2,1.4,10,4.6,3,25202
2890,1,XZ-52P-2890,6.6,4.2,5.8,2.2,4.4,21432
2891,1,XX-53Q-2891,6.4,7.4,8.2,5.4,3.4,29072
2892,1,XY-54R-2892,7.6,8.4,1.2,4.4,8,29920
2893,1,XZ-55S-2893,1.8,8,3.6,3.8,9.6,28665
2894,1,XX-56T-2894,5.2,7,2.2,1.6,2.2,16562
2895,1,XY-57U-2895,4.8,1.8,1.2,4.8,1,12294
2896,1,XZ-58V-2896,2,8.4,9.6,5,6.4,31457
2897,1,XX-59W-2897,3.8,9.6,9.6,6.8,8.6,35601
2898,1,XY-60X-2898,3.8,4.4,5.6,1.2,4.6,18171
2899,1,XZ-61Y-2899,7.6,1,2.4,1.6,8.6,22771
2900,1,XX-62Z-2900,3.4,1.8,3.2,9,6.2,20959
2901,1,XY-63A-2901,3.4,4.4,5.8,2.2,9.2,26477
2902,1,XZ-64B-2902,7.8,2,2.4,6.4,4.4,22869
2903,1,XX-65C-2903,3.4,6.8,6.2,4.2,3.2,22979
2904,1,XY-66D-2904,9.6,4.2,6.8,5.4,7,36109
2905,1,XZ-67E-2905,3.4,4.4,9.4,3,3.2,20592
2906,1,XX-68F-2906,3.6,2.8,2,6,7.4,23690
2907,1,XY-69G-2907,4.6,1,3,7.8,2,18775
2908,1,XZ-70H-2908,8.4,2.8,5,4.4,3.2,20373
2909,1,XX-71I-2909,8.2,3.4,1.2,9,7.2,30061
2910,1,XY-72J-2910,1.4,8.4,3.2,2.6,9.6,25661
2911,1,XZ-73K-2911,2.4,10,1.4,9.6,7.2,32840
2912,1,XX-74L-2912,7.4,7.8,7.4,6.6,4.6,36335
2913,1,XY-75M-2913,9.4,7.6,9,9,2.4,33473
2914,1,XZ-76N-2914,8.2,1.8,9.4,6,2.2,27625
2915,1,XX-77O-2915,5.4,1.4,9.4,2.4,8.4,26239
2916,1,XY-78P-2916,5,2.6,8.4,8.8,8.8,34427
2917,1,XZ-79Q-2917,4.2,7.8,2.8,9.6,7.4,29119
2918,1,XX-80R-2918,8.8,3.6,3.8,8.6,6.4,33437
2919,1,XY-81S-2919,3.6,2.6,8.2,2.6,1.6,16759
2920,1,XZ-82T-2920,2.8,5.6,8.8,7.6,1.8,24493
2921,1,XX-83U-2921,9,9.2,7.8,7.4,7,35710
2922,1,XY-84V-2922,4.4,8.4,8.2,4,6.8,29835
2923,1,XZ-85W-2923,2.8,7.6,7.4,5.2,3,25150
2924,1,XX-86X-2924,2.8,7.8,5.2,8.2,1.8,22379
2925,1,XY-87Y-2925,4.4,2.2,1.8,8.8,7,22741
2926,1,XZ-88Z-2926,6.2,5.2,1.2,5.6,7.2,24143
2927,1,XX-89A-2927,7,2.4,2.4,7.2,9.4,27045
2928,1,XY-90B-2928,4.8,6.8,4.6,9.2,5.2,27864
2929,1,XZ-91C-2929,4.4,5.4,7.6,3.4,3.6,25205
2930,1,XX-92D-2930,2.2,5.4,4,9,9.6,30191
2931,1,XY-93E-2931,9.4,2.8,2.8,7.2,4.2,28325
2932,1,XZ-94F-2932,3.2,1,9.2,7.4,7,24848
2933,1,XX-95G-2933,10,4.4,1.4,1,1.8,18131
2934,1,XY-96H-2934,7.8,9.2,3,7,8,38034
2935,1,XZ-97I-2935,9.8,4,5,5.4,1,23990
2936,1,XX-98J-2936,6.8,5.4,4.2,5.6,5.2,23226
2937,1,XY-99K-2937,4.6,7.2,7.6,4.4,1.2,23260
2938,1,XZ-11A-2938,7.8,2.2,7.6,7.8,8.2,36906
2939,1,XX-12B-2939,3.8,1.4,7,6.4,7.2,26535
2940,1,XY-13C-2940,1.8,5.6,4.2,5.8,1,19670
2941,1,XZ-14D-2941,2.6,5.8,2,4.2,3.6,19248
2942,1,XX-15E-2942,6,9.4,3,2.4,1.8,22410
2943,1,XY-16F-2943,6,2.8,5.4,1,7.4,19902
2944,1,XZ-17G-2944,2.8,8.6,9,2.8,8.2,27133
2945,1,XX-18H-2945,6.2,4.6,1,8.2,10,31305
2946,1,XY-19I-2946,6.2,5,5.4,7.6,2.2,27152
2947,1,XZ-20J-2947,5.4,8,4.6,6.8,7.8,29363
2948,1,XX-21K-2948,9.4,9.2,4,9.8,7.2,41287
2949,1,XY-22L-2949,5.2,2.6,1,4.8,9,20980
2950,1,XZ-23M-2950,8.4,3.4,3.2,4.2,9.2,29167
2951,1,XX-24N-2951,9.8,3.6,4.8,3.8,6.2,26593
2952,1,XY-25O-2952,5.8,8.2,9.2,6.8,10,34504
2953,1,XZ-26P-2953,4.8,4.2,8.4,3.4,2,23094
2954,1,XX-27Q-2954,6.4,8,9,9,9.4,39618
2955,1,XY-28R-2955,4.8,5.2,5.6,3.2,5.4,24694
2956,1,XZ-29S-2956,6.2,6.8,8.8,4.4,6.8,35752
2957,1,XX-30T-2957,1.4,1.6,2.2,3.2,3.4,10267
2958,1,XY-31U-2958,7.4,5.4,3.2,10,9.6,38516
2959,1,XZ-32V-2959,7,6.2,7.6,5.4,8.6,30290
2960,1,XX-33W-2960,7.2,4,7.8,8.2,6.8,36887
2961,1,XY-34X-2961,6.6,4.6,7.4,8.8,4.4,31418
2962,1,XZ-35Y-2962,4.8,1.6,7.2,1.2,1.8,16495
2963,1,XX-36Z-2963,2.2,7.8,5.6,9,7.8,33975
2964,1,XY-37A-2964,5.6,7.6,6.2,2.8,7.8,28974
2965,1,XZ-38B-2965,8.2,1.2,2.2,1.4,3.6,17153
2966,1,XX-39C-2966,4.6,3,2.4,4.2,5.4,17254
2967,1,XY-40D-2967,8.8,6.2,8,2,6.2,27156
2968,1,XZ-41E-2968,9.6,2.2,6.8,5.2,3,23938
2969,1,XX-42F-2969,9.6,3.8,6.4,1.8,7.8,31279
2970,1,XY-43G-2970,8.2,9.6,7.4,9.4,1.4,33192
2971,1,XZ-44H-2971,1,4.2,3.6,5.2,8,24191
2972,1,XX-45I-2972,3.2,7.4,4,9.6,9.2,35905
2973,1,XY-46J-2973,1,3.8,6.8,7.2,8.8,28155
2974,1,XZ-47K-2974,2.4,6,2.6,6.8,8,23935
2975,1,XX-48L-2975,6,4,8.6,8.6,3.8,33855
2976,1,XY-49M-2976,5.8,7.6,7.6,6,8.4,33064
2977,1,XZ-50N-2977,1.4,6,9.8,6,7.6,32334
2978,1,XX-51O-2978,3.4,2.8,6.6,6.6,3,19215
2979,1,XY-52P-2979,3.8,2,4,3.8,3.6,17030
2980,1,XZ-53Q-2980,2,6.4,7.6,8,4.2,30298
2981,1,XX-54R-2981,2.2,7.6,2.8,9,4.4,22677
2982,1,XY-55S-2982,9.4,3.6,1,4.4,10,26781
2983,1,XZ-56T-2983,1.2,8.2,4.8,7,1,21681
2984,1,XX-57U-2984,10,8.4,2.4,1.8,10,35671
2985,1,XY-58V-2985,7.2,2,1,5.4,3,16502
2986,1,XZ-59W-2986,1,4.8,4.8,4,9,23388
2987,1,XX-60X-2987,6.2,4.4,6,6.4,4.2,23903
2988,1,XY-61Y-2988,3,7.6,9.6,1.2,5.2,26049
2989,1,XZ-62Z-2989,8.6,4,3.2,5.8,7.4,27991
2990,1,XX-63A-2990,6.2,7.2,7,1,4.2,25638
2991,1,XY-64B-2991,4.8,7.4,8,5.4,7,35485
2992,1,XZ-65C-2992,9.6,6.6,6.6,6.6,10,33856
2993,1,XX-66D-2993,9,4.4,8.8,4.4,5.6,31736
2994,1,XY-67E-2994,4.6,7.2,1.2,5.4,3,20000
2995,1,XZ-68F-2995,7.8,7.2,2.6,1.2,1.2,20276
2996,1,XX-69G-2996,7.2,7,6,8.4,9,33043
2997,1,XY-70H-2997,10,6.2,5.2,8,1,29844
2998,1,XZ-71I-2998,3.6,9.8,10,4.6,6.8,31052
2999,1,XX-72J-2999,2.2,1,8.8,10,2,23712
3000,1,XY-73K-3000,6.6,7,5.6,1,7.8,29663
3001,1,XZ-74L-3001,3.4,6.4,4.4,1.4,1.8,16293
3002,1,XX-75M-3002,9.6,1.6,5.4,8.4,9.8,30822
3003,1,XY-76N-3003,5,7.6,7.4,8.2,5,30999
3004,1,XZ-77O-3004,7.6,2.6,5.2,7.6,4,23144
3005,1,XX-78P-3005,4.6,2.4,3.6,8.8,1.8,19356
3006,1,XY-79Q-3006,2,4.6,8.6,9.2,3.4,23980
3007,1,XZ-80R-3007,1.8,7.8,5.2,2.8,9,27582
3008,1,XX-81S-3008,6,8.2,5,5.6,7.6,28570
3009,1,XY-82T-3009,8.2,8,6.4,1.6,1,25540
3010,1,XZ-83U-3010,4.2,3.4,7,3,7,23094
3011,1,XX-84V-3011,2.4,8.8,8.6,5.6,5.4,31595
3012,1,XY-85W-3012,8.6,4.8,9.2,2.8,7.2,29822
3013,1,XZ-86X-3013,6.2,7,1,4.2,10,24293
3014,1,XX-87Y-3014,9.6,2.8,4.6,1.2,8,27528
3015,1,XY-88Z-3015,9.8,2.2,1,1.2,5.4,20494
3016,1,XZ-89A-3016,4.4,8.6,8.2,8,6,35559
3017,1,XX-90B-3017,6.4,2.4,8.2,5.2,9.4,30993
3018,1,XY-91C-3018,4,3,10,3,4.8,26697
3019,1,XZ-92D-3019,7.6,2.2,9,8.6,1.8,30628
3020,1,XX-93E-3020,1,8,5.2,9.2,1.8,23257
3021,1,XY-94F-3021,5,7.4,5.2,5,1.8,26325
3022,1,XZ-95G-3022,9.6,1.6,6.6,4.2,2.2,21717
3023,1,XX-96H-3023,9.8,3,9.8,6.8,2.6,29139
3024,1,XY-97I-3024,2.8,7.8,10,7.2,8,36122
3025,1,XZ-98J-3025,3.8,7.2,2.2,4.6,9.2,28353
3026,1,XX-99K-3026,1.8,6.6,7.8,7.8,6.6,31132
3027,1,XY-11A-3027,6.8,8.6,9,3.4,7,36376
3028,1,XZ-12B-3028,5,7.2,8.8,2.6,1.4,23890
3029,1,XX-13C-3029,1.6,4.8,7.2,9.4,6.2,28070
3030,1,XY-14D-3030,4.6,9.6,6,8,9,38506
3031,1,XZ-15E-3031,8.6,5.2,7.6,10,5.8,37088
3032,1,XX-16F-3032,4.2,9.8,3.6,3.6,2.6,24892
3033,1,XY-17G-3033,6.8,3.2,4,4.6,7,23419
3034,1,XZ-18H-3034,4.6,4.8,4.2,9.6,3.6,23624
3035,1,XX-19I-3035,5.8,3.8,10,5.6,6.8,30858
3036,1,XY-20J-3036,3,1.2,9.8,3,9,27630
3037,1,XZ-21K-3037,3.8,3.8,3.6,3,3.6,16849
3038,1,XX-22L-3038,4.2,10,5.6,5.8,1.4,23890
3039,1,XY-23M-3039,9,10,3.8,9.6,4.2,36007
3040,1,XZ-24N-3040,1,3.4,3.4,2.2,1.2,10323
3041,1,XX-25O-3041,5.2,3.8,3.2,4.8,7.6,22327
3042,1,XY-26P-3042,2.4,9.4,9.6,8,7.8,32636
3043,1,XZ-27Q-3043,6,7.8,2.6,9.6,7.2,33250
3044,1,XX-28R-3044,3.8,3,9.4,1,7.4,25869
3045,1,XY-29S-3045,6,2.2,2.4,10,3.8,22841
3046,1,XZ-30T-3046,9.6,7.4,1.8,1.4,2.2,22286
3047,1,XX-31U-3047,2.4,4.8,7.4,6.2,2.2,20426
3048,1,XY-32V-3048,6.4,9.6,6.8,8.2,2.6,29578
3049,1,XZ-33W-3049,9.4,5.4,7.2,2.6,9.2,33506
3050,1,XX-34X-3050,1.4,3.4,7.8,3.6,9.6,25467
3051,1,XY-35Y-3051,8,3.2,2,2.2,4.6,19448
3052,1,XZ-36Z-3052,7.4,1,9.6,5.2,3.8,28709
3053,1,XX-37A-3053,9.6,2.6,3.4,1.6,3.8,19211
3054,1,XY-38B-3054,4.8,5.2,3,3.6,6.8,21968
3055,1,XZ-39C-3055,1.8,6,1.2,6.6,1,16734
3056,1,XX-40D-3056,8.8,2,5,2,9.2,23314
3057,1,XY-41E-3057,3.6,7.8,2.2,7.6,4.2,24577
3058,1,XZ-42F-3058,5.2,3.2,2.4,9.8,4.6,25109
3059,1,XX-43G-3059,8.8,3.8,6.4,5.8,9.2,31664
3060,1,XY-44H-3060,4.8,2.2,6.8,2.4,2.8,16908
3061,1,XZ-45I-3061,6.6,6.6,8.8,2.8,5,30855
3062,1,XX-46J-3062,6.6,8.6,3.2,3.2,3.2,23379
3063,1,XY-47K-3063,6.6,4.4,9,9.2,2.8,31779
3064,1,XZ-48L-3064,8.2,1.2,7.6,1.8,9.4,24241
3065,1,XX-49M-3065,4.6,8.2,4.8,7.4,8,33406
3066,1,XY-50N-3066,9.6,4.8,4.6,7.6,8.8,32904
3067,1,XZ-51O-3067,10,1,9.2,9.2,9.2,38936
3068,1,XX-52P-3068,3.2,8,7.6,2.2,9.8,31197
3069,1,XY-53Q-3069,7.8,10,2.8,3,2.8,28142
3070,1,XZ-54R-3070,2,6.8,5.4,1.6,7.8,22319
3071,1,XX-55S-3071,4,8,3.4,7,7.6,31737
3072,1,XY-56T-3072,7.2,2.6,3.8,8.4,8.2,29484
3073,1,XZ-57U-3073,9.2,7.4,8.2,3,5.6,32648
3074,1,XX-58V-3074,4.4,7.4,4.8,1,9.8,27474
3075,1,XY-59W-3075,5.6,6.2,2.4,3.2,8.4,22959
3076,1,XZ-60X-3076,1.4,1.4,8,6.6,5.6,21613
3077,1,XX-61Y-3077,5,8.2,9.8,3.8,6.8,34074
3078,1,XY-62Z-3078,3.6,4.2,4.6,3.8,6.8,20061
3079,1,XZ-63A-3079,9,5.8,3,9.2,3,27336
3080,1,XX-64B-3080,2.4,9.2,7.4,10,4.6,29628
3081,1,XY-65C-3081,2.8,1.8,3.8,8.6,9,25493
3082,1,XZ-66D-3082,4.2,5,6.6,9.6,4.4,29952
3083,1,XX-67E-3083,8,7,4,7.2,4.8,32237
3084,1,XY-68F-3084,2.8,3.2,6,2,5.4,18661
3085,1,XZ-69G-3085,7.4,1.6,8.4,3,8.8,31057
3086,1,XX-70H-3086,6.2,1.6,7,2.4,6.6,22229
3087,1,XY-71I-3087,3.6,4.8,3.8,4.8,9.2,26656
3088,1,XZ-72J-3088,4.4,2.4,7.2,6.6,7.4,30268
3089,1,XX-73K-3089,9.8,8.8,3.4,2.6,9.2,32674
3090,1,XY-74L-3090,9.4,9,4.4,10,1.8,35254
3091,1,XZ-75M-3091,9.2,6.2,7.6,4,5.8,33213
3092,1,XX-76N-3092,7.6,7.4,6.8,8.6,5,30154
3093,1,XY-77O-3093,1.2,3.6,8.4,9,2.4,26290
3094,1,XZ-78P-3094,7.8,9.4,4.6,1.4,6.4,26439
3095,1,XX-79Q-3095,3,4.8,1.2,5.4,3.6,16758
3096,1,XY-80R-3096,9.8,4.2,10,7.4,1.8,30929
3097,1,XZ-81S-3097,2.2,1.2,10,8.2,2.2,23743
3098,1,XX-82T-3098,9.6,6.8,3.2,3.8,6.2,26030
3099,1,XY-83U-3099,2,4,6.2,7.8,8,29705
3100,1,XZ-84V-3100,9.6,9,2.8,4,2.4,27875
3101,1,XX-85W-3101,8.6,7.2,1.4,3,3.6,20630
3102,1,XY-86X-3102,6.8,8.6,6.2,2,3,27071
3103,1,XZ-87Y-3103,4.2,2.8,1,1.6,1,10463
3104,1,XX-88Z-3104,6,7.4,4,4.2,8.2,25911
3105,1,XY-89A-3105,5.6,5.2,3.4,1.4,9.8,23198
3106,1,XZ-90B-3106,8.2,8.4,4.4,9.6,3.4,34357
3107,1,XX-91C-3107,8.4,2,6.6,9,7.8,33841
3108,1,XY-92D-3108,1,9.2,3.4,8.6,4.4,23679
3109,1,XZ-93E-3109,4.4,4,6.8,9.6,8.4,36347
3110,1,XX-94F-3110,8,5,4.6,1,8.4,25672
3111,1,XY-95G-3111,8.4,9.4,2.4,5.8,3.2,29927
3112,1,XZ-96H-3112,9.2,8,8.8,1.8,2.2,25545
3113,1,XX-97I-3113,8.4,7.6,6.8,9.4,2.6,36105
3114,1,XY-98J-3114,6,7,1.6,3.8,1.4,20014
3115,1,XZ-99K-3115,3.4,2.6,2.8,7.6,2.2,19532
3116,1,XX-11A-3116,1,1.4,9.6,6.4,3.6,22158
3117,1,XY-12B-3117,4.2,2.4,6.6,2,2.8,17109
3118,1,XZ-13C-3118,1,6.4,8.2,1.4,7.4,21487
3119,1,XX-14D-3119,6.6,8,6.4,2.4,7.2,29673
3120,1,XY-15E-3120,2.2,2.2,5.6,8.6,9.4,29546
3121,1,XZ-16F-3121,5.8,8.6,3.2,1.6,6.2,24234
3122,1,XX-17G-3122,5,8.8,9.8,5.2,1.8,27121
3123,1,XY-18H-3123,7.6,9.8,1.6,1.8,7.8,24336
3124,1,XZ-19I-3124,5.4,6.4,4,6,4.8,26177
3125,1,XX-20J-3125,2.6,4,2,7.6,5.2,21361
3126,1,XY-21K-3126,5.6,7.2,1.6,6.2,7.2,27300
3127,1,XZ-22L-3127,2.2,8.4,9,3.2,6.4,26896
3128,1,XX-23M-3128,7.2,10,8.6,8.8,8.8,47566
3129,1,XY-24N-3129,3.8,3.6,5,6.6,5.8,22903
3130,1,XZ-25O-3130,9.4,6.6,9,10,10,41234
3131,1,XX-26P-3131,6.6,6.6,2.6,6.6,5.8,30459
3132,1,XY-27Q-3132,1,3.8,7.4,7.2,1,20877
3133,1,XZ-28R-3133,6.4,2.2,9.8,5.4,8.6,35063
3134,1,XX-29S-3134,1.8,2.2,4.8,1.6,2,12058
3135,1,XY-30T-3135,4,2.6,5.8,2.2,7.6,23965
3136,1,XZ-31U-3136,2.8,7.6,1.8,4.8,7.4,22343
3137,1,XX-32V-3137,4.4,9,4.6,8.4,4.4,33138
3138,1,XY-33W-3138,9,9,7.2,8.2,1.8,37967
3139,1,XZ-34X-3139,3.2,6.8,5,5.8,5.6,26511
3140,1,XX-35Y-3140,4.2,8.8,7.4,1.6,3.8,25011
3141,1,XY-36Z-3141,8.2,5.6,6.2,5,1.8,23777
3142,1,XZ-37A-3142,7.2,6.6,6.4,9.4,3.2,30389
3143,1,XX-38B-3143,3,7.4,8.8,9.2,4.6,28199
3144,1,XY-39C-3144,10,2.8,1.2,8.4,9.8,33804
3145,1,XZ-40D-3145,7.2,6.6,7,6.6,9,38879
3146,1,XX-41E-3146,2.2,5.6,3.4,8,6.2,27396
3147,1,XY-42F-3147,4.4,5.8,4.2,9.4,5.8,32326
3148,1,XZ-43G-3148,7.8,6.8,6.6,2.4,2.4,25095
3149,1,XX-44H-3149,4,1.2,2.2,6.4,1.2,13618
3150,1,XY-45I-3150,9.6,3.2,3.8,4.6,7.8,29931
3151,1,XZ-46J-3151,4,8.8,6.6,7.6,4.8,30627
3152,1,XX-47K-3152,6.2,7,4.2,9.6,2.6,31598
3153,1,XY-48L-3153,4.4,4.2,2.8,10,9.8,27774
3154,1,XZ-49M-3154,4.6,1.6,1.8,6.6,8.6,21766
3155,1,XX-50N-3155,1,9.4,9,4.8,1.2,21643
3156,1,XY-51O-3156,9.6,4.6,1.6,4.6,3.4,21722
3157,1,XZ-52P-3157,6,8.6,6.6,7.2,4.8,34057
3158,1,XX-53Q-3158,3,6.2,4,3.4,6.4,22414
3159,1,XY-54R-3159,8.4,7.4,6.6,9.4,8.6,34522
3160,1,XZ-55S-3160,10,1.2,8,9.4,5.4,29481
3161,1,XX-56T-3161,3.6,3.8,9.2,5.8,5,26619
3162,1,XY-57U-3162,2.6,9.8,3.4,6.6,6.6,30331
3163,1,XZ-58V-3163,6,1.4,8,7.4,5,27033
3164,1,XX-59W-3164,3.6,6.4,7.4,9.6,9.4,36924
3165,1,XY-60X-3165,4.4,6.8,8.2,1.4,4.6,26863
3166,1,XZ-61Y-3166,5.6,3.2,4.4,7.8,6.4,23496
3167,1,XX-62Z-3167,1.4,4.2,2.2,8.6,3.2,18771
3168,1,XY-63A-3168,1.6,9.4,4.4,7.8,4.2,25197
3169,1,XZ-64B-3169,6.4,9.4,10,7.2,9.4,44944
3170,1,XX-65C-3170,3.8,1.6,4.8,5.2,10,24188
3171,1,XY-66D-3171,5.4,4.8,7.4,5.4,1.4,23836
3172,1,XZ-67E-3172,7.6,4.8,5.8,10,3.4,27609
3173,1,XX-68F-3173,3.8,6,4.6,1.4,2.2,17239
3174,1,XY-69G-3174,5,8,1.8,10,4.4,31162
3175,1,XZ-70H-3175,4.4,1.8,8.8,1.8,4.6,23159
3176,1,XX-71I-3176,2,2.6,9.8,9.4,4.8,29278
3177,1,XY-72J-3177,8.8,4.4,8,7.6,1.6,33118
3178,1,XZ-73K-3178,5,4,5.2,9.2,3.8,26237
3179,1,XX-74L-3179,1,1,1.2,4.8,4.8,13380
3180,1,XY-75M-3180,2.2,4.6,6.4,4.8,4.2,23645
3181,1,XZ-76N-3181,4.8,2.4,2.6,1.4,3,13446
3182,1,XX-77O-3182,7.2,4.4,6,10,1,26232
3183,1,XY-78P-3183,2.2,5.8,6.6,2.4,4.4,20315
3184,1,XZ-79Q-3184,2.4,7.6,9.6,3,5.6,30087
3185,1,XX-80R-3185,6.2,7.6,9.8,3,8.2,32910
3186,1,XY-81S-3186,4,1.8,6.4,9,3.2,25417
3187,1,XZ-82T-3187,8.4,2.6,1.8,4.4,1.4,18472
3188,1,XX-83U-3188,6.2,3.6,5.6,6.6,2.6,26172
3189,1,XY-84V-3189,4.8,9.4,5.8,5.8,3.8,26599
3190,1,XZ-85W-3190,1.2,4.8,3,1.8,1.4,13119
3191,1,XX-86X-3191,10,7.8,8.4,1,7.4,31611
3192,1,XY-87Y-3192,6.2,6,3.4,7.6,1,23133
3193,1,XZ-88Z-3193,1.6,4.6,4.6,6,6.6,24614
3194,1,XX-89A-3194,1.6,1.6,6.8,8,1.2,18238
3195,1,XY-90B-3195,5.2,7.6,10,9.4,6.2,34460
3196,1,XZ-91C-3196,1.4,4.6,1.8,8.6,4.8,18669
3197,1,XX-92D-3197,6.4,1.8,8.4,8.4,1.8,27057
3198,1,XY-93E-3198,1.8,8.6,1,5.4,6.6,23112
3199,1,XZ-94F-3199,5.2,3.8,4,1.4,8.8,20980
3200,1,XX-95G-3200,4.4,2.6,6.8,1,5.6,20841
3201,1,XY-96H-3201,4,9.6,6.6,5.2,5,25922
3202,1,XZ-97I-3202,8.8,1.8,7,7.8,7.4,30586
3203,1,XX-98J-3203,2.6,9.6,8.6,6.2,8,30359
3204,1,XY-99K-3204,8,6.8,4,2.8,9,29407
3205,1,XZ-11A-3205,2,1,6.2,9.2,6,26347
3206,1,XX-12B-3206,9.6,2.4,3.6,2.2,7.6,22718
3207,1,XY-13C-3207,1.2,4.6,1.2,7.6,9.4,24180
3208,1,XZ-14D-3208,5.8,2.6,3.6,1.2,8.6,19838
3209,1,XX-15E-3209,2.6,6.4,7.6,3.4,1.8,22552
3210,1,XY-16F-3210,9,2.4,5.6,3,6,22303
3211,1,XZ-17G-3211,6.2,7,5,1.4,9.2,26243
3212,1,XX-18H-3212,6.4,1.6,1.2,5,9.6,23836
3213,1,XY-19I-3213,9.4,9.4,9.2,5.8,8.2,39329
3214,1,XZ-20J-3214,3.4,6.6,10,9,2.8,32248
3215,1,XX-21K-3215,2.2,8.2,2.6,9.6,2.8,26520
3216,1,XY-22L-3216,9.6,3.4,6,9.4,1.8,26060
3217,1,XZ-23M-3217,5.2,3.8,8.4,6.2,6.8,31905
3218,1,XX-24N-3218,3.8,1.2,4.6,6.4,9.4,24722
3219,1,XY-25O-3219,4.4,3.8,6.6,7.8,5.8,28971
3220,1,XZ-26P-3220,1.6,8.6,8.4,7.4,9.8,35413
3221,1,XX-27Q-3221,5,2.2,7.6,5.6,1.8,21481
3222,1,XY-28R-3222,9.4,6,9.6,2.6,2.6,30363
3223,1,XZ-29S-3223,8.2,3.6,10,6.6,6.6,37688
3224,1,XX-30T-3224,7,9.2,9.8,7.4,2.8,32725
3225,1,XY-31U-3225,7.4,10,3.2,1.8,9.4,34004
3226,1,XZ-32V-3226,5.4,8.2,1,4.8,2,18485
3227,1,XX-33W-3227,6.6,7.2,3.2,6.4,1.2,22954
3228,1,XY-34X-3228,6.6,4,1.6,3.2,3.2,17953
3229,1,XZ-35Y-3229,1.4,3.8,8.8,7.2,9.6,29044
3230,1,XX-36Z-3230,5,8.4,3.4,8.6,3.4,29604
3231,1,XY-37A-3231,5.4,1.4,7.8,6.8,8,28192
3232,1,XZ-38B-3232,5.6,1,5.6,6.8,7,26343
3233,1,XX-39C-3233,8,2.2,2.4,6,8.4,23566
3234,1,XY-40D-3234,7.4,5,6,1.2,5.6,26727
3235,1,XZ-41E-3235,1.2,2,7.6,7.2,8.4,23913
3236,1,XX-42F-3236,1.8,9.2,4,1.4,7.6,23561
3237,1,XY-43G-3237,5.8,1.8,4.4,9.2,4,26394
3238,1,XZ-44H-3238,6.2,4.6,7.4,7.8,8.2,35113
3239,1,XX-45I-3239,2.8,1,1,9.8,6,21354
3240,1,XY-46J-3240,9.4,3.4,3.2,1.6,4.6,19290
3241,1,XZ-47K-3241,2.2,9.4,5,8.2,8.6,30895
3242,1,XX-48L-3242,4.6,7,5.4,3.6,2.8,25345
3243,1,XY-49M-3243,6.6,6.8,4.2,9.6,4,28214
3244,1,XZ-50N-3244,4.2,8.6,3.6,7,8,32427
3245,1,XX-51O-3245,6,6.4,7.4,7.2,6.4,29081
3246,1,XY-52P-3246,1.2,2,1.4,8.8,8.2,18431
3247,1,XZ-53Q-3247,5.2,3.8,8.4,3.2,3.6,21274
3248,1,XX-54R-3248,9.2,6.6,7.8,8,2.2,29551
3249,1,XY-55S-3249,9.8,5.8,3.6,6.4,7.8,36586
3250,1,XZ-56T-3250,6,1.6,8.8,5.8,8.2,27181
3251,1,XX-57U-3251,6.4,6,8.4,5.4,6.2,32507
3252,1,XY-58V-3252,6.6,2.2,8,2.4,10,31048
3253,1,XZ-59W-3253,7.8,1.6,1.4,3.4,2.8,18402
3254,1,XX-60X-3254,4.2,5.2,9.8,8.6,8,37411
3255,1,XY-61Y-3255,2.4,2.8,6.8,8,8,29596
3256,1,XZ-62Z-3256,4.6,10,7.6,4.4,1.6,26736
3257,1,XX-63A-3257,2,1.4,9.6,2.6,7.4,20709
3258,1,XY-64B-3258,7.6,4.6,1.4,6.8,10,27719
3259,1,XZ-65C-3259,6.4,2,3,1,3,15543
3260,1,XX-66D-3260,7.4,9.4,8.6,7.2,7.8,42630
3261,1,XY-67E-3261,8.6,1.6,2.4,1.2,2.6,16887
3262,1,XZ-68F-3262,1.6,7.6,2.6,6.6,2.6,17982
3263,1,XX-69G-3263,3,8.6,1.8,6.6,6.4,27699
3264,1,XY-70H-3264,5.4,1.4,2,3.8,8.4,18260
3265,1,XZ-71I-3265,7.8,6.4,1.4,8,4.8,28443
3266,1,XX-72J-3266,7.6,4.6,4.4,7.4,2.8,28513
3267,1,XY-73K-3267,2.8,5.2,5.4,3.4,7,22722
3268,1,XZ-74L-3268,8.2,3.8,5,1.2,7,23038
3269,1,XX-75M-3269,4.8,9.6,2.2,4.8,8.8,27962
3270,1,XY-76N-3270,1,4,7.2,2.2,3.4,15242
3271,1,XZ-77O-3271,8.8,8.4,1.8,1.2,8.6,30900
3272,1,XX-78P-3272,9,7.8,2.2,4.8,9.6,32137
3273,1,XY-79Q-3273,9.2,10,4.2,7.8,8.8,37084
3274,1,XZ-80R-3274,1,1.4,4,7,2.8,14091
3275,1,XX-81S-3275,7.2,8.8,7.8,1.8,4.8,28731
3276,1,XY-82T-3276,5.2,6.6,6.8,2.4,2.2,25072
